Author,Title,Text
Pablo Neruda,"Ode To Tomatoes ","The street
filled with tomatoes,
midday,
summer,
light is
halved
like
a
tomato,
its juice
runs
through the streets.
In December,
unabated,
the tomato
invades
the kitchen,
it enters at lunchtime,
takes
its ease
on countertops,
among glasses,
butter dishes,
blue saltcellars.
It sheds
its own light,
benign majesty.
Unfortunately, we must
murder it:
the knife
sinks
into living flesh,
red
viscera
a cool
sun,
profound,
inexhaustible,
populates the salads
of Chile,
happily, it is wed
to the clear onion,
and to celebrate the union
we
pour
oil,
essential
child of the olive,
onto its halved hemispheres,
pepper
adds
its fragrance,
salt, its magnetism;
it is the wedding
of the day,
parsley
hoists
its flag,
potatoes
bubble vigorously,
the aroma
of the roast
knocks
at the door,
it's time!
come on!
and, on
the table, at the midpoint
of summer,
the tomato,
star of earth, recurrent
and fertile
star,
displays
its convolutions,
its canals,
its remarkable amplitude
and abundance,
no pit,
no husk,
no leaves or thorns,
the tomato offers
its gift
of fiery color
and cool completeness."
Pablo Neruda,"The Dictators ","An odor has remained among the sugarcane:
a mixture of blood and body, a penetrating
petal that brings nausea.
Between the coconut palms the graves are full
of ruined bones, of speechless death-rattles.
The delicate dictator is talking
with top hats, gold braid, and collars.
The tiny palace gleams like a watch
and the rapid laughs with gloves on
cross the corridors at times
and join the dead voices
and the blue mouths freshly buried.
The weeping cannot be seen, like a plant
whose seeds fall endlessly on the earth,
whose large blind leaves grow even without light.
Hatred has grown scale on scale,
blow on blow, in the ghastly water of the swamp,
with a snout full of ooze and silence"
Pablo Neruda,"Gentleman Alone ","The young maricones and the horny muchachas,
The big fat widows delirious from insomnia,
The young wives thirty hours' pregnant,
And the hoarse tomcats that cross my garden at night,
Like a collar of palpitating sexual oysters
Surround my solitary home,
Enemies of my soul,
Conspirators in pajamas
Who exchange deep kisses for passwords.
Radiant summer brings out the lovers
In melancholy regiments,
Fat and thin and happy and sad couples;
Under the elegant coconut palms, near the ocean and moon,
There is a continual life of pants and panties,
A hum from the fondling of silk stockings,
And women's breasts that glisten like eyes.
The salary man, after a while,
After the week's tedium, and the novels read in bed at night,
Has decisively fucked his neighbor,
And now takes her to the miserable movies,
Where the heroes are horses or passionate princes,
And he caresses her legs covered with sweet down
With his ardent and sweaty palms that smell like cigarettes.
The night of the hunter and the night of the husband
Come together like bed sheets and bury me,
And the hours after lunch, when the students and priests are masturbating,
And the animals mount each other openly,
And the bees smell of blood, and the flies buzz cholerically,
And cousins play strange games with cousins,
And doctors glower at the husband of the young patient,
And the early morning in which the professor, without a thought,
Pays his conjugal debt and eats breakfast,
And to top it all off, the adulterers, who love each other truly
On beds big and tall as ships:
So, eternally,
This twisted and breathing forest crushes me
With gigantic flowers like mouth and teeth
And black roots like fingernails and shoes."
Pablo Neruda,"Ode To Salt ","This salt
in the saltcellar
I once saw in the salt mines.
I know
you won't
believe me,
but
it sings,
salt sings, the skin
of the salt mines
sings
with a mouth smothered
by the earth.
I shivered in those solitudes
when I heard
the voice of
the salt
in the desert.
Near Antofagasta
the nitrous
pampa
resounds:
a broken
voice,
a mournful
song.

In its caves
the salt moans, mountain
of buried light,
translucent cathedral,
crystal of the sea, oblivion
of the waves.

And then on every table
in the world,
salt,
we see your piquant
powder
sprinkling
vital light
upon
our food. Preserver
of the ancient
holds of ships,
discoverer
on
the high seas,
earliest
sailor
of the unknown, shifting
byways of the foam.
Dust of the sea, in you
the tongue receives a kiss
from ocean night:
taste imparts to every seasoned
dish your ocean essence;
the smallest,
miniature
wave from the saltcellar
reveals to us
more than domestic whiteness;
in it, we taste infinitude."
Pablo Neruda,"The White Mans Burden ","Lost in the forest, I broke off a dark twig
and lifted its whisper to my thirsty lips:
maybe it was the voice of the rain crying,
a cracked bell, or a torn heart.

Something from far off it seemed
deep and secret to me, hidden by the earth,
a shout muffled by huge autumns,
by the moist half-open darkness of the leaves.

Wakening from the dreaming forest there, the hazel-sprig
sang under my tongue, its drifting fragrance
climbed up through my conscious mind

as if suddenly the roots I had left behind
cried out to me, the land I had lost with my childhood---
and I stopped, wounded by the wandering scent"
Pablo Neruda,"Ode To a Lemon ","Out of lemon flowers
loosed
on the moonlight, love's
lashed and insatiable
essences,
sodden with fragrance,
the lemon tree's yellow
emerges,
the lemons
move down
from the tree's planetarium

Delicate merchandise!
The harbors are big with it-
bazaars
for the light and the
barbarous gold.
We open
the halves
of a miracle,
and a clotting of acids
brims
into the starry
divisions:
creation's
original juices,
irreducible, changeless,
alive:
so the freshness lives on
in a lemon,
in the sweet-smelling house of the rind,
the proportions, arcane and acerb.

Cutting the lemon
the knife
leaves a little cathedral:
alcoves unguessed by the eye
that open acidulous glass
to the light; topazes
riding the droplets,
altars,
aromatic facades.

So, while the hand
holds the cut of the lemon,
half a world
on a trencher,
the gold of the universe
wells
to your touch:
a cup yellow
with miracles,
a breast and a nipple
perfuming the earth;
a flashing made fruitage,
the diminutive fire of a planet."
Pablo Neruda,"Ode To an Artichoke ","The artichoke
of delicate heart
erect
in its battle-dress, builds
its minimal cupola;
keeps
stark
in its scallop of
scales.
Around it,
demoniac vegetables
bristle their thicknesses,
devise
tendrils and belfries,
the bulb's agitations;
while under the subsoil
the carrot
sleeps sound in its
rusty mustaches.
Runner and filaments
bleach in the vineyards,
whereon rise the vines.
The sedulous cabbage
arranges its petticoats;
oregano
sweetens a world;
and the artichoke
dulcetly there in a gardenplot,
armed for a skirmish,
goes proud
in its pomegranate
burnishes.
Till, on a day,
each by the other,
the artichoke moves
to its dream
of a market place
in the big willow
hoppers:
a battle formation.
Most warlike
of defilades-
with men
in the market stalls,
white shirts
in the soup-greens,
artichoke field marshals,
close-order conclaves,
commands, detonations,
and voices,
a crashing of crate staves.

And
Maria
come
down
with her hamper
to
make trial
of an artichoke:
she reflects, she examines,
she candles them up to the light like an egg,
never flinching;
she bargains,
she tumbles her prize
in a market bag
among shoes and a
cabbage head,
a bottle
of vinegar; is back
in her kitchen.
The artichoke drowns in a pot.

So you have it:
a vegetable, armed,
a profession
(call it an artichoke)
whose end
is millennial.
We taste of that
sweetness,
dismembering scale after scale.
We eat of a halcyon paste:
it is green at the artichoke heart."
Pablo Neruda,"Ode To a Large Tuna in the Market ","Among the market greens,
a bullet
from the ocean
depths,
a swimming
projectile,
I saw you,
dead.

All around you
were lettuces,
sea foam
of the earth,
carrots,
grapes,
but
of the ocean
truth,
of the unknown,
of the
unfathomable
shadow, the
depths
of the sea,
the abyss,
only you had survived,
a pitch-black, varnished
witness
to deepest night.

Only you, well-aimed
dark bullet
from the abyss,
mangled at one tip,
but constantly
reborn,
at anchor in the current,
winged fins
windmilling
in the swift
flight
of
the
marine
shadow,
a mourning arrow,
dart of the sea,
olive, oily fish.

I saw you dead,
a deceased king
of my own ocean,
green
assault, silver
submarine fir,
seed
of seaquakes,
now
only dead remains,
yet
in all the market
yours
was the only
purposeful form
amid
the bewildering rout
of nature;
amid the fragile greens
you were
a solitary ship,
armed
among the vegetables,
fin and prow black and oiled,
as if you were still
the vessel of the wind,
the one and only
pure
ocean
machine:
unflawed, navigating
the waters of death."
Pablo Neruda,"Ode To Wine ","Day-colored wine,
night-colored wine,
wine with purple feet
or wine with topaz blood,
wine,
starry child
of earth,
wine, smooth
as a golden sword,
soft
as lascivious velvet,
wine, spiral-seashelled
and full of wonder,
amorous,
marine;
never has one goblet contained you,
one song, one man,
you are choral, gregarious,
at the least, you must be shared.
At times
you feed on mortal
memories;
your wave carries us
from tomb to tomb,
stonecutter of icy sepulchers,
and we weep
transitory tears;
your
glorious
spring dress
is different,
blood rises through the shoots,
wind incites the day,
nothing is left
of your immutable soul.
Wine
stirs the spring, happiness
bursts through the earth like a plant,
walls crumble,
and rocky cliffs,
chasms close,
as song is born.
A jug of wine, and thou beside me
in the wilderness,
sang the ancient poet.
Let the wine pitcher
add to the kiss of love its own.

My darling, suddenly
the line of your hip
becomes the brimming curve
of the wine goblet,
your breast is the grape cluster,
your nipples are the grapes,
the gleam of spirits lights your hair,
and your navel is a chaste seal
stamped on the vessel of your belly,
your love an inexhaustible
cascade of wine,
light that illuminates my senses,
the earthly splendor of life.

But you are more than love,
the fiery kiss,
the heat of fire,
more than the wine of life;
you are
the community of man,
translucency,
chorus of discipline,
abundance of flowers.
I like on the table,
when we're speaking,
the light of a bottle
of intelligent wine.
Drink it,
and remember in every
drop of gold,
in every topaz glass,
in every purple ladle,
that autumn labored
to fill the vessel with wine;
and in the ritual of his office,
let the simple man remember
to think of the soil and of his duty,
to propagate the canticle of the wine."
Pablo Neruda,"Ode To Conger Chowder ","In the storm-tossed
Chilean
sea
lives the rosy conger,
giant eel
of snowy flesh.
And in Chilean
stewpots,
along the coast,
was born the chowder,
thick and succulent,
a boon to man.
You bring the conger, skinned,
to the kitchen
(its mottled skin slips off
like a glove,
leaving the
grape of the sea
exposed to the world),
naked,
the tender eel
glistens,
prepared
to serve our appetites.
Now
you take
garlic,
first, caress
that precious
ivory,
smell
its irate fragrance,
then
blend the minced garlic
with onion
and tomato
until the onion
is the color of gold.
Meanwhile steam
our regal
ocean prawns,
and when
they are
tender,
when the savor is
set in a sauce
combining the liquors
of the ocean
and the clear water
released from the light of the onion,
then
you add the eel
that it may be immersed in glory,
that it may steep in the oils
of the pot,
shrink and be saturated.
Now all that remains is to
drop a dollop of cream
into the concoction,
a heavy rose,
then slowly
deliver
the treasure to the flame,
until in the chowder
are warmed
the essences of Chile,
and to the table
come, newly wed,
the savors
of land and sea,
that in this dish
you may know heaven."
Pablo Neruda,"Ode To a Chestnut on the Ground ","From bristly foliage
you fell
complete, polished wood, gleaming mahogany,
as perfect
as a violin newly
born of the treetops,
that falling
offers its sealed-in gifts,
the hidden sweetness
that grew in secret
amid birds and leaves,
a model of form,
kin to wood and flour,
an oval instrument
that holds within it
intact delight, an edible rose.
In the heights you abandoned
the sea-urchin burr
that parted its spines
in the light of the chestnut tree;
through that slit
you glimpsed the world,
birds
bursting with syllables,
starry
dew
below,
the heads of boys
and girls,
grasses stirring restlessly,
smoke rising, rising.
You made your decision,
chestnut, and leaped to earth,
burnished and ready,
firm and smooth
as the small breasts
of the islands of America.
You fell,
you struck
the ground,
but
nothing happened,
the grass
still stirred, the old
chestnut sighed with the mouths
of a forest of trees,
a red leaf of autumn fell,
resolutely, the hours marched on
across the earth.
Because you are
only
a seed,
chestnut tree, autumn, earth,
water, heights, silence
prepared the germ,
the floury density,
the maternal eyelids
that buried will again
open toward the heights
the simple majesty of foliage,
the dark damp plan
of new roots,
the ancient but new dimensions
of another chestnut tree in the earth."
Pablo Neruda,"Ode To Maize ","America, from a grain
of maize you grew
to crown
with spacious lands
the ocean foam.
A grain of maize was your geography.
From the grain
a green lance rose,
was covered with gold,
to grace the heights
of Peru with its yellow tassels.

But, poet, let
history rest in its shroud;
praise with your lyre
the grain in its granaries:
sing to the simple maize in the kitchen.

First, a fine beard
fluttered in the field
above the tender teeth
of the young ear.
Then the husks parted
and fruitfulness burst its veils
of pale papyrus
that grains of laughter
might fall upon the earth.
To the stone,
in your journey,
you returned.
Not to the terrible stone,
the bloody
triangle of Mexican death,
but to the grinding stone,
sacred
stone of your kitchens.
There, milk and matter,
strength-giving, nutritious
cornmeal pulp,
you were worked and patted
by the wondrous hands
of dark-skinned women.

Wherever you fall, maize,
whether into the
splendid pot of partridge, or among
country beans, you light up
the meal and lend it
your virginal flavor.

Oh, to bite into
the steaming ear beside the sea
of distant song and deepest waltz.
To boil you
as your aroma
spreads through
blue sierras.

But is there
no end
to your treasure?

In chalky, barren lands
bordered
by the sea, along
the rocky Chilean coast,
at times
only your radiance
reaches the empty
table of the miner.

Your light, your cornmeal, your hope
pervades America's solitudes,
and to hunger
your lances
are enemy legions.

Within your husks,
like gentle kernels,
our sober provincial
children's hearts were nurtured,
until life began
to shuck us from the ear."
Shel Silverstein,"Messy Room ","Whosever room this is should be ashamed!
His underwear is hanging on the lamp.
His raincoat is there in the overstuffed chair,
And the chair is becoming quite mucky and damp.
His workbook is wedged in the window,
His sweater's been thrown on the floor.
His scarf and one ski are beneath the TV,
And his pants have been carelessly hung on the door.
His books are all jammed in the closet,
His vest has been left in the hall.
A lizard named Ed is asleep in his bed,
And his smelly old sock has been stuck to the wall.
Whosever room this is should be ashamed!
Donald or Robert or Willie or--
Huh? You say it's mine? Oh, dear,
I knew it looked familiar!"
Shel Silverstein,"Whatif ","Last night, while I lay thinking here,
some Whatifs crawled inside my ear
and pranced and partied all night long
and sang their same old Whatif song:
Whatif I'm dumb in school?
Whatif they've closed the swimming pool?
Whatif I get beat up?
Whatif there's poison in my cup?
Whatif I start to cry?
Whatif I get sick and die?
Whatif I flunk that test?
Whatif green hair grows on my chest?
Whatif nobody likes me?
Whatif a bolt of lightning strikes me?
Whatif I don't grow talle?
Whatif my head starts getting smaller?
Whatif the fish won't bite?
Whatif the wind tears up my kite?
Whatif they start a war?
Whatif my parents get divorced?
Whatif the bus is late?
Whatif my teeth don't grow in straight?
Whatif I tear my pants?
Whatif I never learn to dance?
Everything seems well, and then
the nighttime Whatifs strike again!"
Shel Silverstein,"Bear In There ","There's a Polar Bear
In our Frigidaire--
He likes it 'cause it's cold in there.
With his seat in the meat
And his face in the fish
And his big hairy paws
In the buttery dish,
He's nibbling the noodles,
He's munching the rice,
He's slurping the soda,
He's licking the ice.
And he lets out a roar
If you open the door.
And it gives me a scare
To know he's in there--
That Polary Bear
In our Fridgitydaire."
Shel Silverstein,"Picture Puzzle Piece ","One picture puzzle piece
Lyin' on the sidewalk,
One picture puzzle piece
Soakin' in the rain.
It might be a button of blue
On the coat of the woman
Who lived in a shoe.
It might be a magical bean,
Or a fold in the red
Velvet robe of a queen.
It might be the one little bite
Of the apple her stepmother
Gave to Snow White.
It might be the veil of a bride
Or a bottle with some evil genie inside.
It might be a small tuft of hair
On the big bouncy belly
Of Bobo the Bear.
It might be a bit of the cloak
Of the Witch of the West
As she melted to smoke.
It might be a shadowy trace
Of a tear that runs down an angel's face.
Nothing has more possibilities
Than one old wet picture puzzle piece."
Shel Silverstein,"Cloony The Clown ","I'll tell you the story of Cloony the Clown
Who worked in a circus that came through town.
His shoes were too big and his hat was too small,
But he just wasn't, just wasn't funny at all.
He had a trombone to play loud silly tunes,
He had a green dog and a thousand balloons.
He was floppy and sloppy and skinny and tall,
But he just wasn't, just wasn't funny at all.
And every time he did a trick,
Everyone felt a little sick.
And every time he told a joke,
Folks sighed as if their hearts were broke.
And every time he lost a shoe,
Everyone looked awfully blue.
And every time he stood on his head,
Everyone screamed, ""Go back to bed!""
And every time he made a leap,
Everybody fell asleep.
And every time he ate his tie,
Everyone began to cry.
And Cloony could not make any money
Simply because he was not funny.
One day he said, ""I'll tell this town
How it feels to be an unfunny clown.""
And he told them all why he looked so sad,
And he told them all why he felt so bad.
He told of Pain and Rain and Cold,
He told of Darkness in his soul,
And after he finished his tale of woe,
Did everyone cry? Oh no, no, no,
They laughed until they shook the trees
With ""Hah-Hah-Hahs"" and ""Hee-Hee-Hees.""
They laughed with howls and yowls and shrieks,
They laughed all day, they laughed all week,
They laughed until they had a fit,
They laughed until their jackets split.
The laughter spread for miles around
To every city, every town,
Over mountains, 'cross the sea,
From Saint Tropez to Mun San Nee.
And soon the whole world rang with laughter,
Lasting till forever after,
While Cloony stood in the circus tent,
With his head drooped low and his shoulders bent.
And he said,""THAT IS NOT WHAT I MEANT -
I'M FUNNY JUST BY ACCIDENT.""
And while the world laughed outside.
Cloony the Clown sat down and cried."
Shel Silverstein,"The Little Boy and the Old Man ","Said the little boy, ""Sometimes I drop my spoon.""
Said the old man, ""I do that too.""
The little boy whispered, ""I wet my pants.""
""I do that too,"" laughed the little old man.
Said the little boy, ""I often cry.""
The old man nodded, ""So do I.""
""But worst of all,"" said the boy, ""it seems
Grown-ups don't pay attention to me.""
And he felt the warmth of a wrinkled old hand.
""I know what you mean,"" said the little old man."
Shel Silverstein,"Anteater ","""A genuine anteater,""
The pet man told me dad.
Turned out, it was an aunt eater,
And now my uncle's mad!"
Shel Silverstein,"God's Wheel ","GOD says to me with a kind
of smile, ""Hey how would you like
to be God awhile And steer the world?""
""Okay,"" says I, ""I'll give it a try.

Where do I set?
How much do I get?
What time is lunch?
When can I quit?""

""Gimme back that wheel,"" says GOD.
""I don't think you're quite ready YET."""
Shel Silverstein,"The Meehoo with an Exactlywatt ","Knock knock!
Who's there?
Me!
Me who?

That's right!
What's right?
Meehoo!
That's what I want to know!

What's what you want to know?
Me, WHO?
Yes, exactly!
Exactly what?
Yes, I have an Exactlywatt on a chain!

Exactly what on a chain?
Yes!
Yes what?
No, Exactlywatt!

That's what I want to know!
I told you - Exactlywatt!
Exactly WHAT?
Yes!
Yes what?

Yes, it's with me!
What's with you?
Exactlywatt - that's what's with me.
Me who?
Yes!

GO AWAY!

Knock knock..."
Shel Silverstein,"A Boy Named Sue ","Well, my daddy left home when I was three,
and he didn't leave much to Ma and me,
just this old guitar and a bottle of booze.
Now I don't blame him because he run and hid,
but the meanest thing that he ever did was
before he left he went and named me Sue.

Well, he must have thought it was quite a joke,
and it got lots of laughs from a lot of folks,
it seems I had to fight my whole life through.
Some gal would giggle and I'd get red
and some guy would laugh and I'd bust his head,
I tell you, life ain't easy for a boy named Sue.

Well, I grew up quick and I grew up mean.
My fist got hard and my wits got keen.
Roamed from town to town to hide my shame,
but I made me a vow to the moon and the stars,
I'd search the honky tonks and bars and kill
that man that gave me that awful name.

But it was Gatlinburg in mid July and I had
just hit town and my throat was dry.
I'd thought i'd stop and have myself a brew.
At an old saloon in a street of mud
and at a table dealing stud sat the dirty,
mangy dog that named me Sue.

Well, I knew that snake was my own sweet dad
from a worn-out picture that my mother had
and I knew the scar on his cheek and his evil eye.
He was big and bent and gray and old
and I looked at him and my blood ran cold,
and I said, ""My name is Sue. How do you do?
Now you're gonna die."" Yeah, that's what I told him.

Well, I hit him right between the eyes and he went down
but to my surprise he came up with a knife
and cut off a piece of my ear. But I busted a chair
right across his teeth. And we crashed through
the wall and into the street kicking and a-gouging
in the mud and the blood and the beer.

I tell you I've fought tougher men but I really can't remember when.
He kicked like a mule and bit like a crocodile.
I heard him laughin' and then I heard him cussin',
he went for his gun and I pulled mine first.
He stood there looking at me and I saw him smile.

And he said, ""Son, this world is rough and if
a man's gonna make it, he's gotta be tough
and I knew I wouldn't be there to help you along.
So I gave you that name and I said 'Goodbye'.
I knew you'd have to get tough or die. And it's
that name that helped to make you strong.""

Yeah, he said, ""Now you have just fought one
helluva fight, and I know you hate me and you've
got the right to kill me now and I wouldn't blame you
if you do. But you ought to thank me
before I die for the gravel in your guts and the spit
in your eye because I'm the nut that named you Sue.""
Yeah, what could I do? What could I do?

I got all choked up and I threw down my gun,
called him pa and he called me a son,
and I came away with a different point of view
and I think about him now and then.
Every time I tried, every time I win and if I
ever have a son I think I am gonna name him
Bill or George - anything but Sue."
Shel Silverstein,"Boa Constrictor ","Oh, I'm being eaten
By a boa constrictor,
A boa constrictor,
A boa constrictor,
I'm being eaten by a boa constrictor,
And I don't like it--one bit.
Well, what do you know?
It's nibblin' my toe.
Oh, gee,
It's up to my knee.
Oh my,
It's up to my thigh.
Oh, fiddle,
It's up to my middle.
Oh, heck,
It's up to my neck.
Oh, dread,
It's upmmmmmmmmmmffffffffff . . ."
Shel Silverstein,"Danny O'Dare ","Danny O'Dare, the dancin' bear,
Ran away from the County Fair,
Ran right up to my back stair
And thought he'd do some dancin' there.
He started jumpin' and skippin' and kickin',
He did a dance called the Funky Chicken,
He did the Polka, he did the Twist,
He bent himself into a pretzel like this.
He did the Dog and the Jitterbug,
He did the Jerk and the Bunny Hug.
He did the Waltz and the Boogaloo,
He did the Hokey-Pokey too.
He did the Bop and the Mashed Potata,
He did the Split and the See Ya Later.
And now he's down upon one knee,
Bowin' oh so charmingly,
And winkin' and smilin'--it's easy to see
Danny O'Dare wants to dance with me."
Shel Silverstein,"Forgotten Language ","Once I spoke the language of the flowers,
Once I understood each word the caterpillar said,
Once I smiled in secret at the gossip of the starlings,
And shared a conversation with the housefly
in my bed.
Once I heard and answered all the questions
of the crickets,
And joined the crying of each falling dying
flake of snow,
Once I spoke the language of the flowers. . . .
How did it go?
How did it go?"
Shel Silverstein,"It's Dark in Here ","I am writing these poems
From inside a lion,
And it's rather dark in here.
So please excuse the handwriting
Which may not be too clear.
But this afternoon by the lion's cage
I'm afraid I got too near.
And I'm writing these lines
From inside a lion,
And it's rather dark in here."
Shel Silverstein,"One Inch Tall ","If you were only one inch tall, you'd ride a worm to school.
The teardrop of a crying ant would be your swimming pool.
A crumb of cake would be a feast
And last you seven days at least,
A flea would be a frightening beast
If you were one inch tall.

If you were only one inch tall, you'd walk beneath the door,
And it would take about a month to get down to the store.
A bit of fluff would be your bed,
You'd swing upon a spider's thread,
And wear a thimble on your head
If you were one inch tall.

You'd surf across the kitchen sink upon a stick of gum.
You couldn't hug your mama, you'd just have to hug her thumb.
You'd run from people's feet in fright,
To move a pen would take all night,
(This poem took fourteen years to write--
'Cause I'm just one inch tall)."
Shel Silverstein,"Rain ","I opened my eyes
And looked up at the rain,
And it dripped in my head
And flowed into my brain,
And all that I hear as I lie in my bed
Is the slishity-slosh of the rain in my head.

I step very softly,
I walk very slow,
I can't do a handstand--
I might overflow,
So pardon the wild crazy thing I just said--
I'm just not the same since there's rain in my head."
Shel Silverstein,"The Toucan ","Tell me who can
Catch a toucan?
Lou can.

Just how few can
Ride the toucan?
Two can.

What kind of goo can
Stick you to the toucan?
Glue can.

Who can write some
More about the toucan?
You can!"
Shel Silverstein,"Weird-Bird ","Birds are flyin' south for winter.
Here's the Weird-Bird headin' north,
Wings a-flappin', beak a-chatterin',
Cold head bobbin' back 'n' forth.
He says, ""It's not that I like ice
Or freezin' winds and snowy ground.
It's just sometimes it's kind of nice
To be the only bird in town."""
Shel Silverstein,"Where the Sidewalk Ends ","There is a place where the sidewalk ends
And before the street begins,
And there the grass grows soft and white,
And there the sun burns crimson bright,
And there the moon-bird rests from his flight
To cool in the peppermint wind.

Let us leave this place where the smoke blows black
And the dark street winds and bends.
Past the pits where the asphalt flowers grow
We shall walk with a walk that is measured and slow,
And watch where the chalk-white arrows go
To the place where the sidewalk ends.

Yes we'll walk with a walk that is measured and slow,
And we'll go where the chalk-white arrows go,
For the children, they mark, and the children, they know
The place where the sidewalk ends."
Maya Angelou,"Still I Rise ","You may write me down in history
With your bitter, twisted lies,
You may trod me in the very dirt
But still, like dust, I'll rise.

Does my sassiness upset you?
Why are you beset with gloom?
'Cause I walk like I've got oil wells
Pumping in my living room.

Just like moons and like suns,
With the certainty of tides,
Just like hopes springing high,
Still I'll rise.

Did you want to see me broken?
Bowed head and lowered eyes?
Shoulders falling down like teardrops.
Weakened by my soulful cries.

Does my haughtiness offend you?
Don't you take it awful hard
'Cause I laugh like I've got gold mines
Diggin' in my own back yard.

You may shoot me with your words,
You may cut me with your eyes,
You may kill me with your hatefulness,
But still, like air, I'll rise.

Does my sexiness upset you?
Does it come as a surprise
That I dance like I've got diamonds
At the meeting of my thighs?

Out of the huts of history's shame
I rise
Up from a past that's rooted in pain
I rise
I'm a black ocean, leaping and wide,
Welling and swelling I bear in the tide.
Leaving behind nights of terror and fear
I rise
Into a daybreak that's wondrously clear
I rise
Bringing the gifts that my ancestors gave,
I am the dream and the hope of the slave.
I rise
I rise
I rise."
Maya Angelou,"Phenomenal Woman ","Pretty women wonder where my secret lies.
I'm not cute or built to suit a fashion model's size
But when I start to tell them,
They think I'm telling lies.
I say,
It's in the reach of my arms
The span of my hips,
The stride of my step,
The curl of my lips.
I'm a woman
Phenomenally.
Phenomenal woman,
That's me.

I walk into a room
Just as cool as you please,
And to a man,
The fellows stand or
Fall down on their knees.
Then they swarm around me,
A hive of honey bees.
I say,
It's the fire in my eyes,
And the flash of my teeth,
The swing in my waist,
And the joy in my feet.
I'm a woman
Phenomenally.
Phenomenal woman,
That's me.

Men themselves have wondered
What they see in me.
They try so much
But they can't touch
My inner mystery.
When I try to show them
They say they still can't see.
I say,
It's in the arch of my back,
The sun of my smile,
The ride of my breasts,
The grace of my style.
I'm a woman

Phenomenally.
Phenomenal woman,
That's me.

Now you understand
Just why my head's not bowed.
I don't shout or jump about
Or have to talk real loud.
When you see me passing
It ought to make you proud.
I say,
It's in the click of my heels,
The bend of my hair,
the palm of my hand,
The need of my care,
'Cause I'm a woman
Phenomenally.
Phenomenal woman,
That's me."
Maya Angelou,"I know why the caged bird sings ","A free bird leaps on the back
Of the wind and floats downstream
Till the current ends and dips his wing
In the orange suns rays
And dares to claim the sky.

But a BIRD that stalks down his narrow cage
Can seldom see through his bars of rage
His wings are clipped and his feet are tied
So he opens his throat to sing.

The caged bird sings with a fearful trill
Of things unknown but longed for still
And his tune is heard on the distant hill for
The caged bird sings of freedom.

The free bird thinks of another breeze
And the trade winds soft through
The sighing trees
And the fat worms waiting on a dawn-bright
Lawn and he names the sky his own.

But a caged BIRD stands on the grave of dreams
His shadow shouts on a nightmare scream
His wings are clipped and his feet are tied
So he opens his throat to sing.

The caged bird sings with
A fearful trill of things unknown
But longed for still and his
Tune is heard on the distant hill
For the caged bird sings of freedom."
Maya Angelou,"Touched by An Angel ","We, unaccustomed to courage
exiles from delight
live coiled in shells of loneliness
until love leaves its high holy temple
and comes into our sight
to liberate us into life.

Love arrives
and in its train come ecstasies
old memories of pleasure
ancient histories of pain.
Yet if we are bold,
love strikes away the chains of fear
from our souls.

We are weaned from our timidity
In the flush of love's light
we dare be brave
And suddenly we see
that love costs all we are
and will ever be.
Yet it is only love
which sets us free."
Maya Angelou,"Men ","When I was young, I used to
Watch behind the curtains
As men walked up and down the street. Wino men, old men.
Young men sharp as mustard.
See them. Men are always
Going somewhere.
They knew I was there. Fifteen
Years old and starving for them.
Under my window, they would pause,
Their shoulders high like the
Breasts of a young girl,
Jacket tails slapping over
Those behinds,
Men.

One day they hold you in the
Palms of their hands, gentle, as if you
Were the last raw egg in the world. Then
They tighten up. Just a little. The
First squeeze is nice. A quick hug.
Soft into your defenselessness. A little
More. The hurt begins. Wrench out a
Smile that slides around the fear. When the
Air disappears,
Your mind pops, exploding fiercely, briefly,
Like the head of a kitchen match. Shattered.
It is your juice
That runs down their legs. Staining their shoes.
When the earth rights itself again,
And taste tries to return to the tongue,
Your body has slammed shut. Forever.
No keys exist.

Then the window draws full upon
Your mind. There, just beyond
The sway of curtains, men walk.
Knowing something.
Going someplace.
But this time, I will simply
Stand and watch.

Maybe."
Maya Angelou,"Alone ","Lying, thinking
Last night
How to find my soul a home
Where water is not thirsty
And bread loaf is not stone
I came up with one thing
And I don't believe I'm wrong
That nobody,
But nobody
Can make it out here alone.

Alone, all alone
Nobody, but nobody
Can make it out here alone.

There are some millionaires
With money they can't use
Their wives run round like banshees
Their children sing the blues
They've got expensive doctors
To cure their hearts of stone.
But nobody
No, nobody
Can make it out here alone.

Alone, all alone
Nobody, but nobody
Can make it out here alone.

Now if you listen closely
I'll tell you what I know
Storm clouds are gathering
The wind is gonna blow
The race of man is suffering
And I can hear the moan,
'Cause nobody,
But nobody
Can make it out here alone.

Alone, all alone
Nobody, but nobody
Can make it out here alone."
Maya Angelou,"A Conceit ","Give me your hand

Make room for me
to lead and follow
you
beyond this rage of poetry.

Let others have
the privacy of
touching words
and love of loss
of love.

For me
Give me your hand."
